948,0,3,1,0,17,8,1,2,0
0,1098,4,6,0,0,4,0,22,1
16,18,871,12,25,4,25,19,38,4
7,7,25,846,1,43,6,21,44,10
1,1,4,0,883,1,20,0,6,66
27,3,10,73,12,680,24,7,38,18
24,3,19,3,24,19,862,0,4,0
7,36,17,1,9,1,0,880,7,70
5,9,14,35,11,50,14,8,797,31
8,5,7,7,58,17,0,36,9,862
