937,0,5,1,0,22,12,1,2,0
0,1106,4,5,0,0,4,1,15,0
19,39,836,12,26,6,37,21,31,5
5,7,24,853,1,47,3,23,38,9
2,2,2,0,921,0,17,1,6,31
21,4,8,76,29,669,33,12,31,9
20,3,8,0,16,19,890,0,2,0
5,39,15,0,10,2,0,899,7,51
6,13,9,32,16,58,23,15,780,22
7,4,5,8,104,17,1,38,10,815
