941,0,5,1,0,18,11,2,2,0
0,1105,2,6,0,1,3,0,17,1
18,14,891,18,21,4,28,12,16,10
6,2,26,876,0,36,2,21,26,15
1,1,4,0,846,0,21,0,4,105
24,4,11,124,28,588,41,18,33,21
19,3,17,0,20,13,883,0,3,0
4,30,23,1,6,0,0,875,5,84
8,13,11,57,17,56,28,11,722,51
6,5,7,9,34,11,0,19,8,910
