946,0,7,1,0,15,7,1,3,0
0,1104,2,6,0,2,3,1,17,0
17,17,870,15,23,4,30,14,36,6
4,3,24,862,0,47,1,25,36,8
3,2,3,0,854,2,14,0,8,96
19,3,8,84,11,674,27,9,47,10
23,3,16,1,17,19,872,0,7,0
7,25,24,1,5,0,0,880,5,81
8,7,12,28,9,40,16,11,822,21
9,6,10,7,84,14,0,38,13,828
